53621
(1,41.153901,-8.633042)
(2,41.143554,-8.576439)
(3,41.144024,-8.622536)
(4,41.148573,-8.614396)
(5,41.150755,-8.632394)
(6,41.153725,-8.614710)
(7,41.169291,-8.578512)
(8,41.172792,-8.577122)
(9,41.148539,-8.625129)
(10,41.145848,-8.616304)
(11,41.145182,-8.640873)
(12,41.155609,-8.622063)
(13,41.153691,-8.613200)
(14,41.144766,-8.592097)
(15,41.148316,-8.621120)
(16,41.157341,-8.612651)
(17,41.174699,-8.588446)
(18,41.165764,-8.625690)
(19,41.148854,-8.628379)
(20,41.168603,-8.647275)
(21,41.155634,-8.592092)
(22,41.140989,-8.589429)
(23,41.156238,-8.651426)
(24,41.143020,-8.615941)
(25,41.146290,-8.604206)
(26,41.141079,-8.633948)
(27,41.158881,-8.598454)
(28,41.144913,-8.610909)
(29,41.147202,-8.612975)
(30,41.140949,-8.611356)
(31,41.145831,-8.623854)
(32,41.155595,-8.594314)
(33,41.154649,-8.605796)
(34,41.150815,-8.575745)
(35,41.165881,-8.587404)
(36,41.152519,-8.616461)
(37,41.150960,-8.609635)
(38,41.170681,-8.629732)
(39,41.155337,-8.578498)
(40,41.145875,-8.609980)
(41,41.142180,-8.648212)
(42,41.154612,-8.625477)
(43,41.171671,-8.577633)
(44,41.149211,-8.611933)
(45,41.160923,-8.635957)
(46,41.143492,-8.576615)
(47,41.147273,-8.630935)
(48,41.153713,-8.577850)
(49,41.149489,-8.612078)
(50,41.152915,-8.577662)
(51,41.141983,-8.590610)
(52,41.158005,-8.570685)
(53,41.162320,-8.614471)
(54,41.143030,-8.608600)
(55,41.151143,-8.627799)
(56,41.161490,-8.586169)
(57,41.151862,-8.613887)
(58,41.147871,-8.591344)
(59,41.146515,-8.622943)
(60,41.164874,-8.642799)
(61,41.143165,-8.617646)
(62,41.147182,-8.620286)
(63,41.144641,-8.623575)
(64,41.158961,-8.645756)
(65,41.142949,-8.574493)
(66,41.141176,-8.612811)
(67,41.172529,-8.611379)
(68,41.144264,-8.587276)
(69,41.172041,-8.603948)
(70,41.155469,-8.573892)
(71,41.155078,-8.577553)
(72,41.144027,-8.594467)
(73,41.145270,-8.639074)
(74,41.159993,-8.648536)
(75,41.155980,-8.594973)
(76,41.157717,-8.614269)
(77,41.157548,-8.616150)
(78,41.158259,-8.611479)
(79,41.142456,-8.615594)
(80,41.150769,-8.610099)
(81,41.146086,-8.630396)
(82,41.147878,-8.619700)
(83,41.170271,-8.607666)
(84,41.153053,-8.630630)
(85,41.156302,-8.595187)
(86,41.176875,-8.640143)
(87,41.147030,-8.615973)
(88,41.150472,-8.633899)
(89,41.147912,-8.607715)
(90,41.149439,-8.598727)
(91,41.142491,-8.589212)
(92,41.141501,-8.616889)
(93,41.145742,-8.607201)
(94,41.161777,-8.630081)
(95,41.149535,-8.614673)
(96,41.147899,-8.628047)
(97,41.145927,-8.594185)
(98,41.144607,-8.607101)
(99,41.152893,-8.641825)
(100,41.170105,-8.606419)
(101,41.142951,-8.612426)
(102,41.154203,-8.596478)
(103,41.141519,-8.598803)
(104,41.168103,-8.630265)
(105,41.166590,-8.572637)
(106,41.144962,-8.577012)
(107,41.155529,-8.629827)
(108,41.142992,-8.608582)
(109,41.151577,-8.617559)
(110,41.175055,-8.588424)
(111,41.148803,-8.609147)
(112,41.151536,-8.628342)
(113,41.142813,-8.610787)
(114,41.142707,-8.615350)
(115,41.145041,-8.591183)
(116,41.150554,-8.610215)
(117,41.157982,-8.587382)
(118,41.157044,-8.614398)
(119,41.150718,-8.627543)
(120,41.174297,-8.601719)
(121,41.143915,-8.607096)
(122,41.152558,-8.602654)
(123,41.143633,-8.599473)
(124,41.150796,-8.612149)
(125,41.145622,-8.629830)
(126,41.142509,-8.612578)
(127,41.141774,-8.615990)
(128,41.164786,-8.649131)
(129,41.145153,-8.591832)
(130,41.140071,-8.622334)
(131,41.146817,-8.631636)
(132,41.158253,-8.616898)
(133,41.148144,-8.602926)
(134,41.148434,-8.606871)
(135,41.142950,-8.618445)
(136,41.142372,-8.591363)
(137,41.147758,-8.634426)
(138,41.142326,-8.613885)
(139,41.142150,-8.620574)
(140,41.177135,-8.582819)
(141,41.140586,-8.614875)
(142,41.144687,-8.600692)
(143,41.151811,-8.610245)
(144,41.154240,-8.572347)
(145,41.142380,-8.601206)
(146,41.163102,-8.575754)
(147,41.145421,-8.611628)
(148,41.155034,-8.628872)
(149,41.157317,-8.629119)
(150,41.147185,-8.616562)
(151,41.146596,-8.630206)
(152,41.148100,-8.593039)
(153,41.140948,-8.635136)
(154,41.148716,-8.628243)
(155,41.168903,-8.619720)
(156,41.148746,-8.619377)
(157,41.174596,-8.606492)
(158,41.160085,-8.641904)
(159,41.147927,-8.614538)
(160,41.175167,-8.601493)
(161,41.175321,-8.571228)
(162,41.151200,-8.628447)
(163,41.140535,-8.616597)
(164,41.162504,-8.594143)
(165,41.145791,-8.618347)
(166,41.147867,-8.630869)
(167,41.149586,-8.626826)
(168,41.142947,-8.599814)
(169,41.163892,-8.582201)
(170,41.158132,-8.630732)
(171,41.147272,-8.632287)
(172,41.144317,-8.601155)
(173,41.148446,-8.625193)
(174,41.156327,-8.640255)
(175,41.170991,-8.635234)
(176,41.147559,-8.577862)
(177,41.147790,-8.609414)
(178,41.153812,-8.650961)
(179,41.149426,-8.599621)
(180,41.148231,-8.624033)
(181,41.150295,-8.610413)
(182,41.170181,-8.644717)
(183,41.145868,-8.630874)
(184,41.172317,-8.581887)
(185,41.150349,-8.633835)
(186,41.141578,-8.608620)
(187,41.148761,-8.638048)
(188,41.154718,-8.592355)
(189,41.147743,-8.630300)
(190,41.171283,-8.594724)
(191,41.175733,-8.583250)
(192,41.163239,-8.596699)
